"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Natural gas - Gross production","2013","Terajoules","1522736",""
"United Kingdom","Natural gas - Gross production","2012","Terajoules","1609552",""
"United Kingdom","Natural gas - Gross production","2011","Terajoules","1889264",""
"United Kingdom","Natural gas - Gross production","2010","Terajoules","2374537",""
"United Kingdom","Natural gas - Gross production","2009","Terajoules","2507810",""
"United Kingdom","Natural gas - Gross production","2008","Terajoules","2975713",""
"United Kingdom","Natural gas - Gross production","2007","Terajoules","3086762",""
"United Kingdom","Natural gas - Gross production","2006","Terajoules","3428336",""
"United Kingdom","Natural gas - Gross production","2005","Terajoules","3775779",""
"United Kingdom","Natural gas - Gross production","2004","Terajoules","4121845",""
"United Kingdom","Natural gas - Gross production","2003","Terajoules","4385677",""
"United Kingdom","Natural gas - Gross production","2002","Terajoules","4431195",""
"United Kingdom","Natural gas - Gross production","2001","Terajoules","4526514",""
"United Kingdom","Natural gas - Gross production","2000","Terajoules","4618730",""
"United Kingdom","Natural gas - Gross production","1999","Terajoules","4248234",""
"United Kingdom","Natural gas - Gross production","1998","Terajoules","3869283",""
"United Kingdom","Natural gas - Gross production","1997","Terajoules","3680225",""
"United Kingdom","Natural gas - Gross production","1996","Terajoules","3629859",""
"United Kingdom","Natural gas - Gross production","1995","Terajoules","3057708",""
"United Kingdom","Natural gas - Gross production","1994","Terajoules","2832302",""
"United Kingdom","Natural gas - Gross production","1993","Terajoules","2629494",""
"United Kingdom","Natural gas - Gross production","1992","Terajoules","2155548",""
"United Kingdom","Natural gas - Gross production","1991","Terajoules","2119723",""
"United Kingdom","Natural gas - Gross production","1990","Terajoules","1903851",""
"United Rep. of Tanzania","Natural gas - Gross production","2020","Terajoules","33866.885",""
"United Rep. of Tanzania","Natural gas - Gross production","2019","Terajoules","38124.544",""
"United Rep. of Tanzania","Natural gas - Gross production","2018","Terajoules","28837.959",""
"United Rep. of Tanzania","Natural gas - Gross production","2017","Terajoules","30248.238",""
"United Rep. of Tanzania","Natural gas - Gross production","2016","Terajoules","32417",""
"United Rep. of Tanzania","Natural gas - Gross production","2015","Terajoules","34063",""
"United Rep. of Tanzania","Natural gas - Gross production","2014","Terajoules","35452.4",""
"United Rep. of Tanzania","Natural gas - Gross production","2013","Terajoules","38029.9",""
"United Rep. of Tanzania","Natural gas - Gross production","2012","Terajoules","37864.6",""
"United Rep. of Tanzania","Natural gas - Gross production","2011","Terajoules","33104.3594",""
"United Rep. of Tanzania","Natural gas - Gross production","2010","Terajoules","29963.46284",""
"United Rep. of Tanzania","Natural gas - Gross production","2009","Terajoules","25322.85758",""
"United Rep. of Tanzania","Natural gas - Gross production","2008","Terajoules","21438.08172",""
"United Rep. of Tanzania","Natural gas - Gross production","2007","Terajoules","20797.00278",""
"United Rep. of Tanzania","Natural gas - Gross production","2006","Terajoules","19290.62166",""
"United Rep. of Tanzania","Natural gas - Gross production","2005","Terajoules","13869.0137",""
"United Rep. of Tanzania","Natural gas - Gross production","2004","Terajoules","5168.3441",""
"United Rep. of Tanzania","Natural gas - Gross production","2003","Terajoules","0",""
"United Rep. of Tanzania","Natural gas - Gross production","2002","Terajoules","0",""
"United Rep. of Tanzania","Natural gas - Gross production","2001","Terajoules","0",""
"United Rep. of Tanzania","Natural gas - Gross production","2000","Terajoules","0",""
"United Rep. of Tanzania","Natural gas - Gross production","1999","Terajoules","0",""
"United States","Natural gas - Gross production","2021","Terajoules","40196464",""
"United States","Natural gas - Gross production","2020","Terajoules","44137413.16",""
"United States","Natural gas - Gross production","2019","Terajoules","44539515.8033",""
"United States","Natural gas - Gross production","2018","Terajoules","39713578.608",""
"United States","Natural gas - Gross production","2017","Terajoules","36146799.4656",""
"United States","Natural gas - Gross production","2016","Terajoules","35384142.086",""
"United States","Natural gas - Gross production","2015","Terajoules","35510253.3",""
"United States","Natural gas - Gross production","2014","Terajoules","33876293",""
"United States","Natural gas - Gross production","2013","Terajoules","31645380",""
"United States","Natural gas - Gross production","2012","Terajoules","31154822",""
"United States","Natural gas - Gross production","2011","Terajoules","29849441",""
"United States","Natural gas - Gross production","2010","Terajoules","28112724",""
"United States","Natural gas - Gross production","2009","Terajoules","27464499",""
"United States","Natural gas - Gross production","2008","Terajoules","27053812",""
"United States","Natural gas - Gross production","2007","Terajoules","26104120",""
"United States","Natural gas - Gross production","2006","Terajoules","24780932",""
"United States","Natural gas - Gross production","2005","Terajoules","24740086",""
"United States","Natural gas - Gross production","2004","Terajoules","25324168",""
"United States","Natural gas - Gross production","2003","Terajoules","25735206",""
"United States","Natural gas - Gross production","2002","Terajoules","25457932",""
"United States","Natural gas - Gross production","2001","Terajoules","26149078",""
"United States","Natural gas - Gross production","2000","Terajoules","25694261",""
"United States","Natural gas - Gross production","1999","Terajoules","25239231",""
"United States","Natural gas - Gross production","1998","Terajoules","25464734",""
"United States","Natural gas - Gross production","1997","Terajoules","25667606",""
"United States","Natural gas - Gross production","1996","Terajoules","25604502",""
"United States","Natural gas - Gross production","1995","Terajoules","25413824",""
"United States","Natural gas - Gross production","1994","Terajoules","25229890",""
"United States","Natural gas - Gross production","1993","Terajoules","24289897",""
"United States","Natural gas - Gross production","1992","Terajoules","23842738",""
"United States","Natural gas - Gross production","1991","Terajoules","23431106",""
"United States","Natural gas - Gross production","1990","Terajoules","23195343",""
"USSR (former)","Natural gas - Gross production","1991","Terajoules","27454783",""
"USSR (former)","Natural gas - Gross production","1990","Terajoules","27580310",""
"Uzbekistan","Natural gas - Gross production","2020","Terajoules","1692207.81008",""
"Uzbekistan","Natural gas - Gross production","2019","Terajoules","2064317.08454",""
"Uzbekistan","Natural gas - Gross production","2018","Terajoules","2099327.07718",""
"Uzbekistan","Natural gas - Gross production","2017","Terajoules","2139983.8",""
"Uzbekistan","Natural gas - Gross production","2016","Terajoules","2120711.5",""
"Uzbekistan","Natural gas - Gross production","2015","Terajoules","2062846.1",""
"Uzbekistan","Natural gas - Gross production","2014","Terajoules","2046251.3",""
"Uzbekistan","Natural gas - Gross production","2013","Terajoules","2275135.794",""
"Uzbekistan","Natural gas - Gross production","2012","Terajoules","2383597",""
"Uzbekistan","Natural gas - Gross production","2011","Terajoules","2388523",""
"Uzbekistan","Natural gas - Gross production","2010","Terajoules","2277508",""
"Uzbekistan","Natural gas - Gross production","2009","Terajoules","2326763",""
"Uzbekistan","Natural gas - Gross production","2008","Terajoules","2653428",""
"Uzbekistan","Natural gas - Gross production","2007","Terajoules","2559777.6",""
"Uzbekistan","Natural gas - Gross production","2006","Terajoules","2470029.3",""
"Uzbekistan","Natural gas - Gross production","2005","Terajoules","2368574.7",""
"Uzbekistan","Natural gas - Gross production","2004","Terajoules","2356868.4",""
"Uzbekistan","Natural gas - Gross production","2003","Terajoules","2267120.1",""
"Uzbekistan","Natural gas - Gross production","2002","Terajoules","2213816",""
"Uzbekistan","Natural gas - Gross production","2001","Terajoules","2175548",""
"Uzbekistan","Natural gas - Gross production","2000","Terajoules","2136977",""
"Uzbekistan","Natural gas - Gross production","1999","Terajoules","2105909",""
"Uzbekistan","Natural gas - Gross production","1998","Terajoules","2075938",""
"Uzbekistan","Natural gas - Gross production","1997","Terajoules","1941622",""
"Uzbekistan","Natural gas - Gross production","1996","Terajoules","1856068",""
"Uzbekistan","Natural gas - Gross production","1995","Terajoules","1842391",""
"Uzbekistan","Natural gas - Gross production","1994","Terajoules","1745504",""
"Uzbekistan","Natural gas - Gross production","1993","Terajoules","1711330",""
"Uzbekistan","Natural gas - Gross production","1992","Terajoules","1626514",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2020","Terajoules","1183030.663",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2019","Terajoules","1635855.007",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2018","Terajoules","2157779.282",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2017","Terajoules","2636064.462",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2016","Terajoules","2924981.24",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2015","Terajoules","2988821.5941",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2014","Terajoules","2976610.92",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2013","Terajoules","2968089.816",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2012","Terajoules","2944857.795",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2011","Terajoules","2882898.641",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2010","Terajoules","2873175.007",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2009","Terajoules","2880337.748",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2008","Terajoules","2806650.155",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2007","Terajoules","2920175.889",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2006","Terajoules","3058092.929",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2005","Terajoules","2648063.656",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2004","Terajoules","2624096.534",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2003","Terajoules","2474647.326",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2002","Terajoules","2428170.851",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2001","Terajoules","2139156.14",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","2000","Terajoules","2306846.263",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","1999","Terajoules","2106420.1003",""
"Venezuela (Bolivar. Rep.)","Natural gas - Gross production","1998","Terajoules","2690574.5",""
