,index,Source,Info Category,COUNTRY,TIME,PRODUCT,EFFICIENCY,FOSSILFUEL,HGENCELL,NUCLEAR,OTHERPANDS,OTHERTECH,RENEWABLE,TOTAL,UNALLOC
939,939,IEA,Energy Budget,CANADA,1996,RDDUSD,"75,474,000.0","99,673,000.0",,"182,029,000.0","13,970,000.0","23,056,000.0","21,225,000.0","415,426,000.0",
945,945,IEA,Energy Budget,CANADA,1997,RDDUSD,"72,843,000.0","76,354,000.0",,"163,503,000.0","7,734,000.0","26,535,000.0","16,410,000.0","363,380,000.0",
951,951,IEA,Energy Budget,CANADA,1998,RDDUSD,"74,112,000.0","81,003,000.0",,"141,374,000.0","8,311,999.999999999","20,027,000.0","16,883,000.0","341,709,000.0",
957,957,IEA,Energy Budget,CANADA,1999,RDDUSD,"78,478,000.0","83,746,000.0",,"104,641,000.0","8,572,000.0","38,140,000.0","20,420,000.0","333,997,000.0",
963,963,IEA,Energy Budget,CANADA,2000,RDDUSD,"61,177,000.0","73,279,000.0",,"93,336,000.0","29,053,000.0","48,426,000.0","37,830,000.0","343,102,000.0",
969,969,IEA,Energy Budget,CANADA,2001,RDDUSD,"77,227,000.0","87,969,000.0",,"78,165,000.0","36,846,000.0","57,864,000.0","33,232,000.0","371,302,000.0",
975,975,IEA,Energy Budget,CANADA,2002,RDDUSD,"116,863,000.0","80,695,000.0",,"79,853,000.0","43,490,000.0","44,132,000.0","36,840,000.0","401,874,000.0",
981,981,IEA,Energy Budget,CANADA,2003,RDDUSD,"117,856,000.0","92,978,000.0",,"67,254,000.0","63,326,000.0","43,171,000.0","56,483,000.0","441,069,000.0",
987,987,IEA,Energy Budget,CANADA,2004,RDDUSD,"62,684,000.0","103,236,000.0","44,891,000.0","79,820,000.0","12,299,000.0","26,306,000.0","38,685,000.0","367,920,000.0",
993,993,IEA,Energy Budget,CANADA,2005,RDDUSD,"71,130,000.0","124,340,000.0","47,955,000.0","247,911,000.0","11,712,000.0","10,345,000.0","54,146,000.0","567,537,000.0",
999,999,IEA,Energy Budget,CANADA,2006,RDDUSD,"89,598,000.0","155,163,000.0","61,678,000.0","244,757,000.0","15,513,000.0","17,219,000.0","88,252,000.0","672,178,000.0",
1005,1005,IEA,Energy Budget,CANADA,2007,RDDUSD,"89,068,000.0","182,293,000.0","42,343,000.0","260,584,999.99999997","16,210,000.0","12,793,000.0","77,423,000.0","680,714,000.0",
1011,1011,IEA,Energy Budget,CANADA,2008,RDDUSD,"90,449,000.0","193,183,000.0","74,593,000.0","217,568,000.0","24,337,000.0","9,640,000.0","94,523,000.0","704,291,000.0",
1017,1017,IEA,Energy Budget,CANADA,2009,RDDUSD,"144,393,000.0","278,836,000.0","57,585,000.0","341,687,000.0","72,871,000.0","17,553,000.0","154,267,000.0","1,067,194,000.0",
1024,1024,IEA,Energy Budget,CANADA,2010,RDDUSD,"148,276,000.0","410,188,000.0","54,562,000.0","337,301,000.0","65,811,000.00000001","42,555,000.0","153,153,000.0","1,211,844,000.0",
1031,1031,IEA,Energy Budget,CANADA,2011,RDDUSD,"133,467,000.00000001","393,032,000.0","48,554,000.0","127,780,000.0","83,501,000.0","51,722,000.0","179,788,000.0","1,017,845,000.0",
1038,1038,IEA,Energy Budget,CANADA,2012,RDDUSD,"127,568,000.0","654,472,000.0","25,493,000.0","99,456,000.0","86,444,000.0","54,270,000.0","205,661,000.0","1,253,363,000.0",
1047,1047,IEA,Energy Budget,CANADA,2013,RDDUSD,"129,502,000.00000001","786,430,000.0","16,677,000.0","91,929,000.0","107,906,000.0","40,494,000.0","122,669,000.0","1,295,608,000.0",
1056,1056,IEA,Energy Budget,CANADA,2014,RDDUSD,"132,020,999.99999999","346,312,000.0","12,753,000.0","118,153,000.0","134,070,000.0","37,296,000.0","107,499,000.0","888,105,000.0",
1065,1065,IEA,Energy Budget,CANADA,2015,RDDUSD,"138,013,000.0","305,862,000.0","12,042,000.0","161,975,000.0","101,318,000.0","5,027,000.0","131,781,000.0","856,018,000.0",
1074,1074,IEA,Energy Budget,CANADA,2016,RDDUSD,"97,992,000.0","162,086,000.0","20,129,000.0","140,047,000.0","88,149,000.0","8,407,000.0","110,950,000.0","627,759,000.0",
1083,1083,IEA,Energy Budget,CANADA,2017,RDDUSD,"162,905,000.0","213,692,000.0","20,058,000.0","123,437,000.0","87,806,000.0","18,823,000.0","112,731,000.0","739,452,000.0",
1092,1092,IEA,Energy Budget,CANADA,2018,RDDUSD,"297,338,000.0","327,094,000.0","20,750,000.0","122,983,000.0","144,257,000.0","35,954,000.0","107,706,000.0","1,056,079,999.9999999",
1101,1101,IEA,Energy Budget,CANADA,2019,RDDUSD,"313,087,000.0","213,108,000.0","16,683,000.0","111,077,000.0","155,618,000.0","41,017,000.0","113,055,000.0","963,646,000.0",
1110,1110,IEA,Energy Budget,CANADA,2020,RDDUSD,"382,724,000.0","179,461,000.0","43,633,000.0","127,063,000.0","154,609,000.0","29,639,000.0","118,960,000.0","1,036,089,000.0",
1119,1119,IEA,Energy Budget,CANADA,2021,RDDUSD,"437,446,000.0","203,913,000.0","33,520,000.000000004","223,443,000.0","148,573,000.0","50,589,000.0","138,481,000.0","1,235,966,000.0",
1128,1128,IEA,Energy Budget,CANADA,2022,RDDUSD,"416,498,000.0","136,139,000.0","35,400,000.0","176,603,000.0","137,553,000.0","53,744,000.0","120,761,000.0","1,076,699,000.0",
1137,1137,IEA,Energy Budget,CHILE,2014,RDDUSD,"77,000.0",,,,,,"9,991,000.0","10,068,000.0",
1143,1143,IEA,Energy Budget,CHILE,2015,RDDUSD,"673,000.0",,,,,,"5,882,000.0","6,555,000.0",
1149,1149,IEA,Energy Budget,CHILE,2016,RDDUSD,"600,000.0",,,,,,"4,754,000.0","5,354,000.0",
1155,1155,IEA,Energy Budget,CHILE,2017,RDDUSD,"879,000.0",,,,,"75,000.0","6,346,000.0","7,300,000.0",
1161,1161,IEA,Energy Budget,CHILE,2018,RDDUSD,"167,000.0",,"2,298,000.0",,,,"5,078,000.0","7,543,000.0",
1167,1167,IEA,Energy Budget,CHILE,2019,RDDUSD,"937,000.0",,"1,227,000.0",,"21,000.0","400,000.0","5,221,000.0","7,806,000.0",
1173,1173,IEA,Energy Budget,CHILE,2020,RDDUSD,,,"391,000.0",,,,"2,731,000.0","3,122,000.0",
1179,1179,IEA,Energy Budget,CHILE,2021,RDDUSD,,,"785,000.0",,,,"1,523,000.0","2,308,000.0",
1185,1185,IEA,Energy Budget,CHILE,2022,RDDUSD,,,"172,000.0",,"57,000.0",,"2,589,000.0","2,818,000.0",
1191,1191,IEA,Energy Budget,CHILE,2023,RDDUSD,"1,146,000.0",,"2,742,000.0",,,,"2,314,000.0","8,180,000.0","1,977,000.0"
1197,1197,IEA,Energy Budget,CZECH,2003,RDDUSD,,"5,186,000.0",,"5,301,000.0",,,"1,136,000.0","11,623,000.0",
1203,1203,IEA,Energy Budget,CZECH,2004,RDDUSD,,"1,440,000.0",,"5,982,000.0",,,"717,000.0","8,140,000.000000001",
1209,1209,IEA,Energy Budget,CZECH,2005,RDDUSD,,"252,000.0","289,000.0","3,520,000.0","1,133,000.0","266,000.0","1,721,000.0","7,182,000.0",
1215,1215,IEA,Energy Budget,CZECH,2006,RDDUSD,,"199,000.0","287,000.0","3,498,000.0","1,126,000.0","1,538,000.0","2,182,000.0","8,829,000.0",
1221,1221,IEA,Energy Budget,CZECH,2007,RDDUSD,,"79,000.0","278,000.0","2,124,000.0",,"1,485,000.0","1,746,000.0","5,711,000.0",
1228,1228,IEA,Energy Budget,CZECH,2008,RDDUSD,"12,496,000.0","3,231,000.0","361,000.0","19,399,000.0","4,813,000.0","3,717,000.0","7,838,000.0","51,854,000.0",
1235,1235,IEA,Energy Budget,CZECH,2009,RDDUSD,"13,539,000.0","2,778,000.0","316,000.0","19,393,000.0","5,518,000.0","4,602,000.0","9,328,000.0","55,475,000.0",
1242,1242,IEA,Energy Budget,CZECH,2010,RDDUSD,"6,694,000.0","1,843,000.0","209,000.0","18,272,000.0","5,366,000.0","5,358,000.0","9,075,000.0","46,817,000.0",
1248,1248,IEA,Energy Budget,CZECH,2011,RDDUSD,"8,555,000.0","7,692,000.0","1,569,000.0","21,592,000.0","14,637,000.0","1,625,000.0","14,588,000.0","70,258,000.0",
1254,1254,IEA,Energy Budget,CZECH,2012,RDDUSD,"4,810,000.0","6,638,000.0","1,949,000.0","26,859,000.0","14,587,000.0","2,556,000.0","12,304,000.0","69,703,000.0",
1260,1260,IEA,Energy Budget,CZECH,2013,RDDUSD,"3,236,000.0","2,705,000.0","2,089,999.9999999998","30,494,000.0","12,564,000.0","2,834,000.0","7,639,000.0","61,561,000.0",
1266,1266,IEA,Energy Budget,CZECH,2014,RDDUSD,"2,312,000.0","2,555,000.0","1,004,999.9999999999","30,482,000.0","8,646,000.0","2,674,000.0","7,593,000.0","55,268,000.0",
1272,1272,IEA,Energy Budget,CZECH,2015,RDDUSD,"5,585,000.0","8,777,000.0","819,000.0","20,440,000.0","9,065,000.0","7,454,000.0","9,472,000.0","61,613,000.0",
1278,1278,IEA,Energy Budget,CZECH,2016,RDDUSD,"5,947,000.0","7,909,000.0","3,801,000.0","44,907,000.0","7,281,000.0","4,274,000.0","8,303,000.000000001","82,422,000.0",
1284,1284,IEA,Energy Budget,CZECH,2017,RDDUSD,"10,153,000.0","7,747,000.0","7,324,000.0","45,630,000.0","8,978,000.0","4,395,000.0","8,905,000.0","93,133,000.0",
1290,1290,IEA,Energy Budget,CZECH,2018,RDDUSD,"12,067,000.0","9,921,000.0","10,880,000.0","38,916,000.0","10,720,000.0","7,835,000.0","9,171,000.0","99,511,000.0",
1296,1296,IEA,Energy Budget,CZECH,2019,RDDUSD,"17,437,000.0","15,451,000.0","12,287,000.0","50,507,000.0","18,462,000.0","20,731,000.0","12,875,000.0","147,750,000.0",
1302,1302,IEA,Energy Budget,CZECH,2020,RDDUSD,"14,703,000.0","7,883,000.0","5,007,000.0","40,598,000.0","16,236,000.0","16,552,000.0","11,870,000.0","112,850,000.0",
1308,1308,IEA,Energy Budget,CZECH,2021,RDDUSD,"33,299,999.999999996","9,928,000.0","6,783,000.0","32,912,999.999999996","13,660,000.0","31,740,000.0","12,087,000.0","140,411,000.0",
1314,1314,IEA,Energy Budget,CZECH,2022,RDDUSD,"27,877,000.0","6,613,000.0","5,766,000.0","21,080,000.0","11,699,000.0","27,159,000.0","8,131,000.0","108,324,000.0",
1320,1320,IEA,Energy Budget,CZECH,2023,RDDUSD,"13,453,000.0","3,013,000.0","3,369,000.0","7,996,000.0","6,186,000.0","3,298,000.0","2,974,000.0","40,289,000.0",
1326,1326,IEA,Energy Budget,DENMARK,1975,RDDUSD,"3,934,000.0",,,"24,499,000.0","1,242,000.0","4,072,000.0","828,000.0","34,575,000.0",
1332,1332,IEA,Energy Budget,DENMARK,1976,RDDUSD,"5,489,000.0",,,"25,238,000.0","1,262,000.0","4,480,000.0","1,388,000.0","37,857,000.0",
1338,1338,IEA,Energy Budget,DENMARK,1977,RDDUSD,"6,606,000.0","580,000.0",,"31,062,000.0","3,129,000.0","7,302,000.0","8,170,999.999999999","56,850,000.0",
1344,1344,IEA,Energy Budget,DENMARK,1978,RDDUSD,"7,021,000.0","2,872,000.0",,"33,615,000.0","4,308,000.0","8,882,000.0","15,797,000.0","72,495,000.0",
1350,1350,IEA,Energy Budget,DENMARK,1979,RDDUSD,"7,600,000.0","8,395,000.0",,"34,227,000.0","3,179,000.0","9,240,000.0","29,756,000.0","92,398,000.0",
1356,1356,IEA,Energy Budget,DENMARK,1980,RDDUSD,"11,550,000.0",,,"16,116,000.0","5,570,000.0","7,716,000.0","14,016,000.0","54,967,000.0",
1362,1362,IEA,Energy Budget,DENMARK,1981,RDDUSD,"13,075,000.0",,,,"2,681,000.0","4,743,000.0","8,868,000.0","29,367,000.0",
1368,1368,IEA,Energy Budget,DENMARK,1982,RDDUSD,"11,346,000.0",,,,"2,734,000.0","4,718,000.0","7,040,000.0","25,838,000.0",
1374,1374,IEA,Energy Budget,DENMARK,1983,RDDUSD,"12,553,000.0",,,,"2,545,000.0","6,521,000.0","6,102,000.0","27,721,000.0",
1380,1380,IEA,Energy Budget,DENMARK,1984,RDDUSD,"10,498,000.0",,,,"3,488,000.0","4,706,000.0","6,582,000.0","25,275,000.0",
1386,1386,IEA,Energy Budget,DENMARK,1985,RDDUSD,"8,994,000.0",,,,"2,272,000.0","4,418,000.0","6,564,000.0","22,247,000.0",
1392,1392,IEA,Energy Budget,DENMARK,1986,RDDUSD,"8,265,000.000000001",,,"7,494,000.0","3,207,000.0","6,415,000.0","9,005,000.0","34,387,000.0",
1398,1398,IEA,Energy Budget,DENMARK,1987,RDDUSD,"9,863,000.0",,,"6,389,000.0","2,355,000.0","7,537,000.0","7,978,000.0","34,122,000.0",
1404,1404,IEA,Energy Budget,DENMARK,1989,RDDUSD,"11,576,000.0",,,"5,181,000.0","4,830,000.0","2,725,000.0","17,378,000.0","41,691,000.0",
1410,1410,IEA,Energy Budget,DENMARK,1990,RDDUSD,"16,568,999.999999998","6,575,000.0",,"8,942,000.0","7,890,000.0","2,630,000.0","13,939,000.0","56,544,000.0",
1416,1416,IEA,Energy Budget,DENMARK,1991,RDDUSD,"13,066,000.0","9,479,000.0",,"4,099,000.0","6,405,000.0","5,892,000.0","28,181,000.0","67,121,000.0",
1422,1422,IEA,Energy Budget,DENMARK,1992,RDDUSD,"14,869,000.0","14,113,000.0",,"4,536,000.0","7,561,000.0","6,805,000.0","30,243,000.0","78,127,000.0",
1428,1428,IEA,Energy Budget,DENMARK,1993,RDDUSD,"10,774,000.0","13,029,000.0",,"3,257,000.0","8,770,000.0","7,266,000.0","32,573,000.0","75,669,000.0",
1434,1434,IEA,Energy Budget,DENMARK,1994,RDDUSD,"8,881,000.0","12,581,000.0",,"1,233,000.0","6,414,000.0","6,414,000.0","28,369,000.0","63,893,000.0",
1440,1440,IEA,Energy Budget,DENMARK,1995,RDDUSD,"7,624,000.0","9,767,000.0",,"852,000.0","6,162,000.0","8,671,000.0","26,622,000.0","59,699,000.0",
1446,1446,IEA,Energy Budget,DENMARK,1996,RDDUSD,"8,023,000.0","5,754,000.0",,"860,000.0","6,686,000.0","9,073,000.0","21,561,000.0","51,956,000.0",
1452,1452,IEA,Energy Budget,DENMARK,1997,RDDUSD,"12,194,000.0","3,979,000.0",,"796,000.0","6,694,000.0","8,964,000.0","27,829,000.0","60,457,000.0",
1458,1458,IEA,Energy Budget,DENMARK,1998,RDDUSD,"13,941,000.0","3,306,000.0",,"7,537,000.0","6,867,000.0","10,912,000.0","30,541,000.0","73,104,000.0",
1464,1464,IEA,Energy Budget,DENMARK,1999,RDDUSD,"15,597,000.0","4,093,000.0",,"7,503,000.0","6,298,000.0","11,141,000.0","26,443,000.0","71,075,000.0",
1470,1470,IEA,Energy Budget,DENMARK,2000,RDDUSD,"21,166,000.0","3,046,000.0",,"7,305,000.0","5,716,000.0","8,298,999.999999999","26,661,000.0","72,193,000.0",
1476,1476,IEA,Energy Budget,DENMARK,2001,RDDUSD,"16,513,000.000000002","2,885,000.0",,"5,877,000.0","6,200,000.0","9,300,000.0","29,839,000.0","70,614,000.0",
1482,1482,IEA,Energy Budget,DENMARK,2002,RDDUSD,"568,000.0",,,"5,020,000.0","5,437,000.0","9,107,000.0","15,176,000.0","35,308,000.0",
1488,1488,IEA,Energy Budget,DENMARK,2003,RDDUSD,"1,720,000.0",,,"4,291,000.0","5,845,000.0","9,804,000.0","15,069,000.0","36,729,000.0",
1495,1495,IEA,Energy Budget,DENMARK,2004,RDDUSD,"6,227,000.0",,"12,934,000.0","3,898,000.0","4,040,000.0","8,311,999.999999999","35,015,000.0","70,426,000.0",
1502,1502,IEA,Energy Budget,DENMARK,2005,RDDUSD,"10,105,000.0","12,502,000.0","24,246,000.0","2,112,000.0","824,000.0","12,887,000.0","40,229,000.0","102,905,000.0",
1509,1509,IEA,Energy Budget,DENMARK,2006,RDDUSD,"15,296,000.0","5,180,000.0","27,945,000.0","2,653,000.0","6,201,000.0","16,062,999.999999998","42,909,000.0","116,249,000.0",
1516,1516,IEA,Energy Budget,DENMARK,2007,RDDUSD,"18,710,000.0","3,828,000.0","38,357,000.0","2,848,000.0","7,565,000.0","14,021,000.0","54,912,000.0","140,241,000.0",
1523,1523,IEA,Energy Budget,DENMARK,2008,RDDUSD,"17,467,000.0","3,245,000.0","24,372,000.0",,"7,505,000.0","1,327,000.0","61,012,000.0","114,929,000.0",
1530,1530,IEA,Energy Budget,DENMARK,2009,RDDUSD,"9,127,000.0","5,074,000.0","20,880,000.0",,"24,023,000.0","5,573,000.0","72,628,000.0","137,305,000.0",
1537,1537,IEA,Energy Budget,DENMARK,2010,RDDUSD,"33,025,000.0","5,564,000.0","41,276,000.0","3,772,000.0","25,937,000.0","13,395,000.0","106,317,000.0","229,285,000.0",
1544,1544,IEA,Energy Budget,DENMARK,2011,RDDUSD,"25,042,000.0","5,038,000.0","37,341,000.0","1,735,000.0","36,191,000.0","12,797,000.0","98,972,000.0","217,117,000.0",
1551,1551,IEA,Energy Budget,DENMARK,2012,RDDUSD,"29,841,000.0","6,635,000.0","31,493,000.0","6,728,000.0","23,409,000.0","9,309,000.0","81,153,000.0","188,568,000.0",
1558,1558,IEA,Energy Budget,DENMARK,2013,RDDUSD,"43,239,000.0","1,369,000.0","16,658,999.999999998","3,242,000.0","18,644,000.0","13,381,000.0","103,791,000.0","200,331,000.0","6,000.0"
1565,1565,IEA,Energy Budget,DENMARK,2014,RDDUSD,"54,933,000.0","2,722,000.0","33,569,000.0","3,226,000.0","19,281,000.0","1,541,000.0","69,627,000.0","184,899,000.0",
1572,1572,IEA,Energy Budget,DENMARK,2015,RDDUSD,"35,728,000.0","5,690,000.0","17,887,000.0","3,228,000.0","27,068,000.0","1,421,000.0","86,775,000.0","182,473,000.0","4,676,000.0"
1579,1579,IEA,Energy Budget,DENMARK,2016,RDDUSD,"24,341,000.0","1,044,000.0","10,510,000.0","3,398,000.0","21,132,000.0","4,168,999.9999999995","56,996,000.0","121,593,000.0",
1586,1586,IEA,Energy Budget,DENMARK,2017,RDDUSD,"23,442,000.0","3,695,000.0","11,883,000.0","3,505,000.0","22,054,000.0","143,000.0","34,791,000.0","103,529,000.0","4,014,999.9999999995"
1593,1593,IEA,Energy Budget,DENMARK,2018,RDDUSD,"14,433,000.0","998,000.0","11,480,000.0",,"21,426,000.0","1,728,000.0","50,303,000.0","100,367,000.0",
1600,1600,IEA,Energy Budget,DENMARK,2019,RDDUSD,"29,750,000.0","118,000.0","19,316,000.0",,"10,112,000.0","3,285,000.0","44,883,000.0","108,047,000.0","584,000.0"
1607,1607,IEA,Energy Budget,DENMARK,2020,RDDUSD,"40,124,000.0","8,546,000.0","6,328,000.0",,"20,125,000.0","69,000.0","51,100,000.0","165,396,000.0","39,104,000.0"
1613,1613,IEA,Energy Budget,DENMARK,2021,RDDUSD,"24,952,000.0","68,461,000.0","36,588,000.0",,"9,470,000.0","2,893,000.0","48,929,000.0","191,293,000.0",
1619,1619,IEA,Energy Budget,DENMARK,2022,RDDUSD,"17,956,000.0","42,046,000.0","5,437,000.0",,"3,594,000.0","23,834,000.0","30,289,000.0","123,156,000.0",
1625,1625,IEA,Energy Budget,ESTONIA,2011,RDDUSD,,"3,456,000.0","1,667,000.0",,"967,000.0","55,000.0","7,583,000.0","13,727,000.0",
1631,1631,IEA,Energy Budget,ESTONIA,2012,RDDUSD,"1,079,000.0","645,000.0",,"347,000.0","929,000.0","53,000.0","256,000.0","3,307,000.0",
1638,1638,IEA,Energy Budget,ESTONIA,2013,RDDUSD,"2,421,000.0","1,142,000.0","1,014,999.9999999999","370,000.0","2,314,000.0","52,000.0","2,213,000.0","9,528,000.0",
1645,1645,IEA,Energy Budget,ESTONIA,2014,RDDUSD,"747,000.0","991,000.0","757,000.0","210,000.0","1,326,000.0","30,000.0","1,553,000.0","5,615,000.0",
1653,1653,IEA,Energy Budget,ESTONIA,2015,RDDUSD,"3,348,000.0","311,000.0","842,000.0","261,000.0","120,000.0",,"1,810,000.0","6,691,000.0",
1660,1660,IEA,Energy Budget,ESTONIA,2016,RDDUSD,"1,782,000.0","135,000.0","307,000.0","113,000.0","1,189,000.0",,"1,615,000.0","5,141,000.0",
1669,1669,IEA,Energy Budget,ESTONIA,2017,RDDUSD,"3,805,000.0","34,000.0","310,000.0","65,000.0","61,000.0",,"602,000.0","4,878,000.0",
1678,1678,IEA,Energy Budget,ESTONIA,2018,RDDUSD,"2,549,000.0","65,000.0","59,000.0","303,000.0","830,000.0","12,000.0","1,227,000.0","5,044,000.0",
1685,1685,IEA,Energy Budget,ESTONIA,2019,RDDUSD,"1,406,000.0","1,344,000.0","249,000.0","248,000.0","981,000.0","207,000.0","596,000.0","5,030,000.0",
1692,1692,IEA,Energy Budget,ESTONIA,2020,RDDUSD,"1,137,000.0","1,661,000.0","283,000.0","22,000.0","430,000.0","278,000.0","204,000.0","4,014,999.9999999995",
1700,1700,IEA,Energy Budget,ESTONIA,2021,RDDUSD,"192,000.0","669,000.0","221,000.0",,"460,000.0",,"315,000.0","1,857,000.0",
1709,1709,IEA,Energy Budget,ESTONIA,2022,RDDUSD,"2,823,000.0","904,000.0",,"36,000.0","3,799,000.0","656,000.0","731,000.0","8,949,000.0",
1717,1717,IEA,Energy Budget,EU,2014,RDDUSD,"342,415,000.0","48,013,000.0","76,547,000.0","163,888,000.0","254,578,000.0","193,663,000.0","321,201,000.0","1,400,305,000.0",
1723,1723,IEA,Energy Budget,EU,2015,RDDUSD,"371,651,000.0","90,038,000.0","105,819,000.0","155,976,000.0","217,265,000.0","248,583,000.0","416,792,000.0","1,606,122,000.0",
1729,1729,IEA,Energy Budget,EU,2016,RDDUSD,"442,078,000.0","26,668,000.0","137,945,000.0","172,977,000.0","209,220,000.0","115,883,000.0","473,473,000.0","1,578,244,000.0",
1735,1735,IEA,Energy Budget,EU,2017,RDDUSD,"515,235,000.0","79,903,000.0","149,503,000.0","170,946,000.0","270,136,000.0","183,165,000.0","429,582,000.0","1,798,471,000.0",
1741,1741,IEA,Energy Budget,EU,2018,RDDUSD,"407,511,000.0","57,761,000.0","122,241,000.0","181,299,000.0","251,202,000.0","241,064,000.0","459,260,000.0","1,720,339,000.0",
1747,1747,IEA,Energy Budget,EU,2019,RDDUSD,"420,384,000.0","51,247,000.0","113,367,000.0","198,971,000.0","391,117,000.0","220,950,000.0","416,567,000.0","1,812,603,000.0",
1753,1753,IEA,Energy Budget,EU,2020,RDDUSD,"595,048,000.0","98,456,000.0","193,170,000.0","206,214,000.0","468,008,000.0","223,455,000.0","435,567,000.0","2,219,919,000.0",
1760,1760,IEA,Energy Budget,EU,2021,RDDUSD,"586,716,000.0","89,891,000.0","88,359,000.0","176,878,000.0","520,087,999.99999994","548,072,000.0","373,599,000.0","2,399,084,000.0","15,480,000.0"
1766,1766,IEA,Energy Budget,FINLAND,1990,RDDUSD,"17,455,000.0","3,950,000.0",,"13,380,000.0","17,475,000.0","4,027,000.0","3,466,000.0","59,755,000.0",
1772,1772,IEA,Energy Budget,FINLAND,1991,RDDUSD,"20,957,000.0","7,148,000.0",,"13,105,000.0","17,170,000.0","4,101,000.0","2,821,000.0","65,301,000.0",
1778,1778,IEA,Energy Budget,FINLAND,1992,RDDUSD,"21,525,000.0","6,884,000.0",,"13,065,000.0","20,213,000.0","3,921,000.0","3,044,000.0","68,652,000.0",
1784,1784,IEA,Energy Budget,FINLAND,1993,RDDUSD,"22,567,000.0","4,336,000.0",,"12,380,000.0","19,019,000.0","4,081,000.0000000005","7,722,000.0","70,104,000.0",
1790,1790,IEA,Energy Budget,FINLAND,1994,RDDUSD,"24,839,000.0","5,598,000.0",,"10,578,000.0","24,321,000.0","9,529,000.0","8,511,000.0","83,376,000.0",
1796,1796,IEA,Energy Budget,FINLAND,1995,RDDUSD,"34,395,000.0","4,839,000.0",,"10,303,000.0","24,122,000.0","14,369,000.0","8,668,000.0","96,695,000.0",
1802,1802,IEA,Energy Budget,FINLAND,1996,RDDUSD,"33,264,000.000000004","5,290,000.0",,"12,915,000.0","18,475,000.0","12,396,000.0","10,964,000.0","93,307,000.0",
1808,1808,IEA,Energy Budget,FINLAND,1997,RDDUSD,"55,300,000.0","8,555,000.0",,"12,765,000.0","25,013,000.0","9,988,000.0","17,675,000.0","129,292,000.0",
1814,1814,IEA,Energy Budget,FINLAND,1998,RDDUSD,"67,125,000.0","8,070,000.0",,"12,569,000.0","22,638,000.0","6,049,000.0","12,917,000.0","129,366,000.00000001",
1820,1820,IEA,Energy Budget,FINLAND,1999,RDDUSD,"55,222,000.0","8,477,000.0",,"15,666,000.0","22,497,000.0","5,694,000.0","14,409,000.0","121,965,000.0",
1826,1826,IEA,Energy Budget,FINLAND,2000,RDDUSD,"42,011,000.0","5,992,000.0",,"11,539,000.0","19,516,000.0","8,402,000.0","13,391,000.0","100,850,000.0",
1832,1832,IEA,Energy Budget,FINLAND,2001,RDDUSD,"37,257,000.0","7,222,000.0",,"10,353,000.0","20,191,000.0","6,032,000.0","12,384,000.0","93,436,000.0",
1838,1838,IEA,Energy Budget,FINLAND,2002,RDDUSD,"39,583,000.0","7,767,000.0",,"10,722,000.0","21,190,000.0","10,242,000.0","14,589,000.0","104,091,000.0",
1844,1844,IEA,Energy Budget,FINLAND,2003,RDDUSD,"18,111,000.0","4,715,000.0",,"10,846,000.0","13,995,000.0","10,759,000.0","28,666,000.0","87,092,000.0",
1850,1850,IEA,Energy Budget,FINLAND,2004,RDDUSD,"42,289,000.0","6,951,000.0",,"12,952,000.0","19,312,000.0","9,582,000.0","26,146,000.0","117,232,000.0",
1856,1856,IEA,Energy Budget,FINLAND,2005,RDDUSD,"35,121,000.0","10,224,000.0",,"14,302,000.0","17,767,000.0","19,074,000.0","17,915,000.0","114,402,000.0",
1862,1862,IEA,Energy Budget,FINLAND,2006,RDDUSD,"34,117,000.0","6,494,000.0",,"21,790,000.0","22,561,000.0","15,238,000.0","45,052,000.0","145,251,000.0",
1868,1868,IEA,Energy Budget,FINLAND,2007,RDDUSD,"92,990,000.0","6,828,000.0",,"16,251,000.000000002","19,529,000.0","17,206,000.0","47,215,000.0","200,016,000.0",
1874,1874,IEA,Energy Budget,FINLAND,2008,RDDUSD,"97,611,000.0","9,801,000.0",,"15,246,000.0","32,460,000.0","26,023,000.0","48,259,000.0","229,400,000.0",
1880,1880,IEA,Energy Budget,FINLAND,2009,RDDUSD,"127,616,000.0","8,630,000.0",,"18,541,000.0","27,116,000.0","70,916,000.0","58,930,000.0","311,749,000.0",
1886,1886,IEA,Energy Budget,FINLAND,2010,RDDUSD,"213,465,000.0","7,815,000.0",,"20,811,000.0","20,091,000.0","40,269,000.0","55,539,000.0","357,988,000.0",
1892,1892,IEA,Energy Budget,FINLAND,2011,RDDUSD,"150,412,000.0","10,873,000.0",,"24,904,000.0","24,254,000.0","44,232,000.0","75,639,000.0","330,314,000.0",
1898,1898,IEA,Energy Budget,FINLAND,2012,RDDUSD,"172,043,000.0","9,297,000.0",,"19,536,000.0","26,452,000.0","17,876,000.0","47,788,000.0","292,992,000.0",
1904,1904,IEA,Energy Budget,FINLAND,2013,RDDUSD,"143,249,000.0","6,988,000.0",,"18,427,000.0","26,251,000.0","29,494,000.0","62,538,000.0","286,947,000.0",
1910,1910,IEA,Energy Budget,FINLAND,2014,RDDUSD,"160,760,000.0","6,519,000.0",,"18,304,000.0","17,346,000.0","20,376,000.0","39,779,000.0","263,084,000.0",
1916,1916,IEA,Energy Budget,FINLAND,2015,RDDUSD,"163,189,000.0","7,935,000.0",,"25,632,000.0","15,308,000.0","27,067,000.0","44,978,000.0","284,110,000.0",
